GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
1500000US410670330001,410670330001,"Block Group 1, Census Tract 330, Washington County, Oregon",-,**
1500000US410670330002,410670330002,"Block Group 2, Census Tract 330, Washington County, Oregon",56154,9170
1500000US410670330003,410670330003,"Block Group 3, Census Tract 330, Washington County, Oregon",76250,39905
1500000US410670330004,410670330004,"Block Group 4, Census Tract 330, Washington County, Oregon",81611,10842
1500000US410670331011,410670331011,"Block Group 1, Census Tract 331.01, Washington County, Oregon",50354,6646
1500000US410670331021,410670331021,"Block Group 1, Census Tract 331.02, Washington County, Oregon",54417,12030
1500000US410670331022,410670331022,"Block Group 2, Census Tract 331.02, Washington County, Oregon",41071,14742
1500000US410670332001,410670332001,"Block Group 1, Census Tract 332, Washington County, Oregon",24890,5369
1500000US410670332002,410670332002,"Block Group 2, Census Tract 332, Washington County, Oregon",46371,9429
1500000US410670332003,410670332003,"Block Group 3, Census Tract 332, Washington County, Oregon",24777,23524
1500000US410670333011,410670333011,"Block Group 1, Census Tract 333.01, Washington County, Oregon",72679,7921
1500000US410670333012,410670333012,"Block Group 2, Census Tract 333.01, Washington County, Oregon",40040,9795
1500000US410670333013,410670333013,"Block Group 3, Census Tract 333.01, Washington County, Oregon",54500,25989
1500000US410670333014,410670333014,"Block Group 4, Census Tract 333.01, Washington County, Oregon",73218,7512
1500000US410670333021,410670333021,"Block Group 1, Census Tract 333.02, Washington County, Oregon",74143,15268
1500000US410670333022,410670333022,"Block Group 2, Census Tract 333.02, Washington County, Oregon",106250,11865
1500000US410670334001,410670334001,"Block Group 1, Census Tract 334, Washington County, Oregon",109821,8015
1500000US410670334002,410670334002,"Block Group 2, Census Tract 334, Washington County, Oregon",77875,23819
1500000US410670335001,410670335001,"Block Group 1, Census Tract 335, Washington County, Oregon",88438,20042
1500000US410670335002,410670335002,"Block Group 2, Census Tract 335, Washington County, Oregon",100880,6065
1500000US410670336001,410670336001,"Block Group 1, Census Tract 336, Washington County, Oregon",58646,19104
1500000US410670336002,410670336002,"Block Group 2, Census Tract 336, Washington County, Oregon",77708,13321
1500000US410670336003,410670336003,"Block Group 3, Census Tract 336, Washington County, Oregon",54948,29667
